Program,best_exam_score,worst_exam_score,avg_exam_score,,,,,,,DStar (Perfect EXAM = 0.0385),,,,,
,,,,,,Average EXAM Best-Case By Gate,Average EXAM Best-Case Overall,Median EXAM Best-Case,% Top 1 Best-Case,% Top 3 Best-Case,Average EXAM Worst-Case By Gate,Average EXAM Worst-Case Overall,Median EXAM Worst-Case,% Top 1 Worst-Case,% Top 3 Worst-Case
AddGate_rxx_inGap_9_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_ry_inGap_10_.qasm,0.730769231,0.730769231,0.730769231,,RY,0.663967611,,,,,0.663967611,,,,
AddGate_ry_inGap_11_.qasm,0.461538462,0.461538462,0.461538462,,,,,,,,,,,,
AddGate_ry_inGap_12_.qasm,0.807692308,0.807692308,0.807692308,,,,,,,,,,,,
AddGate_ry_inGap_13_.qasm,1,1,1,,,,,,,,,,,,
AddGate_ry_inGap_14_.qasm,0.769230769,0.769230769,0.769230769,,,,,,,,,,,,
AddGate_ry_inGap_15_.qasm,0.923076923,0.923076923,0.923076923,,,,,,,,,,,,
AddGate_ry_inGap_16_.qasm,0.846153846,0.846153846,0.846153846,,,,,,,,,,,,
AddGate_ry_inGap_17_.qasm,0.807692308,0.807692308,0.807692308,,,,,,,,,,,,
AddGate_ry_inGap_18_.qasm,0.038461538,0.038461538,0.038461538,,,,,,,,,,,,
AddGate_ry_inGap_19_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_ry_inGap_20_.qasm,0.807692308,0.807692308,0.807692308,,,,,,,,,,,,
AddGate_ry_inGap_21_.qasm,0.846153846,0.846153846,0.846153846,,,,,,,,,,,,
AddGate_ry_inGap_22_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_ry_inGap_4_.qasm,0.538461538,0.538461538,0.538461538,,,,,,,,,,,,
AddGate_ry_inGap_5_.qasm,0.730769231,0.730769231,0.730769231,,,,,,,,,,,,
AddGate_ry_inGap_6_.qasm,0.769230769,0.769230769,0.769230769,,,,,,,,,,,,
AddGate_ry_inGap_7_.qasm,0.5,0.5,0.5,,,,,,,,,,,,
AddGate_ry_inGap_8_.qasm,0.769230769,0.769230769,0.769230769,,,,,,,,,,,,
AddGate_ry_inGap_9_.qasm,0.807692308,0.807692308,0.807692308,,,,,,,,,,,,
AddGate_rz_inGap_14_.qasm,1,1,1,,RZ ,0.833333333,,,,,0.833333333,,,,
AddGate_rz_inGap_15_.qasm,1,1,1,,,,,,,,,,,,
AddGate_rz_inGap_16_.qasm,0.807692308,0.807692308,0.807692308,,,,,,,,,,,,
